gk_name,zone_x,zone_y,shot_count,total_xg,avg_xg,goals,saves,zone_label
Altay Bayındır,1,1,0,0.0,,0,0,Long Range
Altay Bayındır,1,2,0,0.0,,0,0,Long Range
Altay Bayındır,1,3,0,0.0,,0,0,Long Range
Altay Bayındır,1,4,0,0.0,,0,0,Long Range
Altay Bayındır,1,5,0,0.0,,0,0,Long Range
Altay Bayındır,2,1,0,0.0,,0,0,Edge of Box
Altay Bayındır,2,2,0,0.0,,0,0,Edge of Box
Altay Bayındır,2,3,0,0.0,,0,0,Edge of Box
Altay Bayındır,2,4,0,0.0,,0,0,Edge of Box
Altay Bayındır,2,5,0,0.0,,0,0,Edge of Box
Altay Bayındır,3,1,0,0.0,,0,0,Penalty Area
Altay Bayındır,3,2,0,0.0,,0,0,Penalty Area
Altay Bayındır,3,3,0,0.0,,0,0,Penalty Area
Altay Bayındır,3,4,0,0.0,,0,0,Penalty Area
Altay Bayındır,3,5,0,0.0,,0,0,Penalty Area
Altay Bayındır,4,1,0,0.0,,0,0,Central Box
Altay Bayındır,4,2,0,0.0,,0,0,Central Box
Altay Bayındır,4,3,1,0.041,0.041,0,0,Central Box
Altay Bayındır,4,4,1,0.025,0.025,0,0,Central Box
Altay Bayındır,4,5,0,0.0,,0,0,Central Box
Altay Bayındır,5,1,0,0.0,,0,0,Close Range
Altay Bayındır,5,2,2,0.094,0.047,0,0,Close Range
Altay Bayındır,5,3,3,0.526,0.175,1,0,Close Range
Altay Bayındır,5,4,2,0.103,0.051,0,1,Close Range
Altay Bayındır,5,5,0,0.0,,0,0,Close Range
Altay Bayındır,6,1,0,0.0,,0,0,6-Yard Box
Altay Bayındır,6,2,0,0.0,,0,0,6-Yard Box
Altay Bayındır,6,3,3,1.113,0.371,1,0,6-Yard Box
Altay Bayındır,6,4,0,0.0,,0,0,6-Yard Box
Altay Bayındır,6,5,0,0.0,,0,0,6-Yard Box
Anatolii Trubin,1,1,0,0.0,,0,0,Long Range
Anatolii Trubin,1,2,0,0.0,,0,0,Long Range
Anatolii Trubin,1,3,0,0.0,,0,0,Long Range
Anatolii Trubin,1,4,0,0.0,,0,0,Long Range
Anatolii Trubin,1,5,0,0.0,,0,0,Long Range
Anatolii Trubin,2,1,0,0.0,,0,0,Edge of Box
Anatolii Trubin,2,2,0,0.0,,0,0,Edge of Box
Anatolii Trubin,2,3,0,0.0,,0,0,Edge of Box
Anatolii Trubin,2,4,0,0.0,,0,0,Edge of Box
Anatolii Trubin,2,5,0,0.0,,0,0,Edge of Box
Anatolii Trubin,3,1,0,0.0,,0,0,Penalty Area
Anatolii Trubin,3,2,0,0.0,,0,0,Penalty Area
Anatolii Trubin,3,3,1,0.018,0.018,0,0,Penalty Area
Anatolii Trubin,3,4,0,0.0,,0,0,Penalty Area
Anatolii Trubin,3,5,1,0.006,0.006,0,0,Penalty Area
Anatolii Trubin,4,1,0,0.0,,0,0,Central Box
Anatolii Trubin,4,2,4,0.063,0.016,0,0,Central Box
Anatolii Trubin,4,3,1,0.034,0.034,0,0,Central Box
Anatolii Trubin,4,4,3,0.112,0.037,0,1,Central Box
Anatolii Trubin,4,5,0,0.0,,0,0,Central Box
Anatolii Trubin,5,1,0,0.0,,0,0,Close Range
Anatolii Trubin,5,2,4,0.151,0.038,0,3,Close Range
Anatolii Trubin,5,3,6,0.311,0.052,0,1,Close Range
Anatolii Trubin,5,4,2,0.096,0.048,0,1,Close Range
Anatolii Trubin,5,5,0,0.0,,0,0,Close Range
Anatolii Trubin,6,1,0,0.0,,0,0,6-Yard Box
Anatolii Trubin,6,2,2,0.316,0.158,0,1,6-Yard Box
Anatolii Trubin,6,3,2,0.273,0.137,1,1,6-Yard Box
Anatolii Trubin,6,4,0,0.0,,0,0,6-Yard Box
Anatolii Trubin,6,5,0,0.0,,0,0,6-Yard Box
Andriy Lunin,1,1,0,0.0,,0,0,Long Range
Andriy Lunin,1,2,0,0.0,,0,0,Long Range
Andriy Lunin,1,3,0,0.0,,0,0,Long Range
Andriy Lunin,1,4,0,0.0,,0,0,Long Range
Andriy Lunin,1,5,0,0.0,,0,0,Long Range
Andriy Lunin,2,1,0,0.0,,0,0,Edge of Box
Andriy Lunin,2,2,0,0.0,,0,0,Edge of Box
Andriy Lunin,2,3,0,0.0,,0,0,Edge of Box
Andriy Lunin,2,4,0,0.0,,0,0,Edge of Box
Andriy Lunin,2,5,0,0.0,,0,0,Edge of Box
Andriy Lunin,3,1,0,0.0,,0,0,Penalty Area
Andriy Lunin,3,2,0,0.0,,0,0,Penalty Area
Andriy Lunin,3,3,1,0.025,0.025,0,1,Penalty Area
Andriy Lunin,3,4,0,0.0,,0,0,Penalty Area
Andriy Lunin,3,5,0,0.0,,0,0,Penalty Area
Andriy Lunin,4,1,0,0.0,,0,0,Central Box
Andriy Lunin,4,2,0,0.0,,0,0,Central Box
Andriy Lunin,4,3,2,0.117,0.059,1,0,Central Box
Andriy Lunin,4,4,1,0.02,0.02,1,0,Central Box
Andriy Lunin,4,5,0,0.0,,0,0,Central Box
Andriy Lunin,5,1,0,0.0,,0,0,Close Range
Andriy Lunin,5,2,1,0.033,0.033,0,0,Close Range
Andriy Lunin,5,3,0,0.0,,0,0,Close Range
Andriy Lunin,5,4,1,0.022,0.022,0,0,Close Range
Andriy Lunin,5,5,0,0.0,,0,0,Close Range
Andriy Lunin,6,1,1,0.007,0.007,0,0,6-Yard Box
Andriy Lunin,6,2,0,0.0,,0,0,6-Yard Box
Andriy Lunin,6,3,1,0.883,0.883,1,0,6-Yard Box
Andriy Lunin,6,4,1,0.013,0.013,0,1,6-Yard Box
Andriy Lunin,6,5,0,0.0,,0,0,6-Yard Box
Angus Gunn,1,1,0,0.0,,0,0,Long Range
Angus Gunn,1,2,0,0.0,,0,0,Long Range
Angus Gunn,1,3,0,0.0,,0,0,Long Range
Angus Gunn,1,4,0,0.0,,0,0,Long Range
Angus Gunn,1,5,0,0.0,,0,0,Long Range
Angus Gunn,2,1,0,0.0,,0,0,Edge of Box
Angus Gunn,2,2,0,0.0,,0,0,Edge of Box
Angus Gunn,2,3,0,0.0,,0,0,Edge of Box
Angus Gunn,2,4,0,0.0,,0,0,Edge of Box
Angus Gunn,2,5,0,0.0,,0,0,Edge of Box
Angus Gunn,3,1,0,0.0,,0,0,Penalty Area
Angus Gunn,3,2,0,0.0,,0,0,Penalty Area
Angus Gunn,3,3,3,0.052,0.017,0,1,Penalty Area
Angus Gunn,3,4,1,0.016,0.016,0,1,Penalty Area
Angus Gunn,3,5,0,0.0,,0,0,Penalty Area
Angus Gunn,4,1,0,0.0,,0,0,Central Box
Angus Gunn,4,2,3,0.083,0.028,0,0,Central Box
Angus Gunn,4,3,4,0.189,0.047,1,0,Central Box
Angus Gunn,4,4,3,0.061,0.02,0,1,Central Box
Angus Gunn,4,5,0,0.0,,0,0,Central Box
Angus Gunn,5,1,0,0.0,,0,0,Close Range
Angus Gunn,5,2,8,0.291,0.036,0,3,Close Range
Angus Gunn,5,3,9,1.784,0.198,5,2,Close Range
Angus Gunn,5,4,3,0.152,0.051,0,2,Close Range
Angus Gunn,5,5,0,0.0,,0,0,Close Range
Angus Gunn,6,1,0,0.0,,0,0,6-Yard Box
Angus Gunn,6,2,1,0.222,0.222,0,1,6-Yard Box
Angus Gunn,6,3,6,0.575,0.096,0,1,6-Yard Box
Angus Gunn,6,4,3,0.361,0.12,0,1,6-Yard Box
Angus Gunn,6,5,0,0.0,,0,0,6-Yard Box
Angus Gunn ,1,1,0,0.0,,0,0,Long Range
Angus Gunn ,1,2,0,0.0,,0,0,Long Range
Angus Gunn ,1,3,0,0.0,,0,0,Long Range
Angus Gunn ,1,4,0,0.0,,0,0,Long Range
Angus Gunn ,1,5,0,0.0,,0,0,Long Range
Angus Gunn ,2,1,0,0.0,,0,0,Edge of Box
Angus Gunn ,2,2,0,0.0,,0,0,Edge of Box
Angus Gunn ,2,3,0,0.0,,0,0,Edge of Box
Angus Gunn ,2,4,0,0.0,,0,0,Edge of Box
Angus Gunn ,2,5,0,0.0,,0,0,Edge of Box
Angus Gunn ,3,1,0,0.0,,0,0,Penalty Area
Angus Gunn ,3,2,0,0.0,,0,0,Penalty Area
Angus Gunn ,3,3,0,0.0,,0,0,Penalty Area
Angus Gunn ,3,4,0,0.0,,0,0,Penalty Area
Angus Gunn ,3,5,0,0.0,,0,0,Penalty Area
Angus Gunn ,4,1,0,0.0,,0,0,Central Box
Angus Gunn ,4,2,0,0.0,,0,0,Central Box
Angus Gunn ,4,3,1,0.05,0.05,1,0,Central Box
Angus Gunn ,4,4,0,0.0,,0,0,Central Box
Angus Gunn ,4,5,0,0.0,,0,0,Central Box
Angus Gunn ,5,1,0,0.0,,0,0,Close Range
Angus Gunn ,5,2,0,0.0,,0,0,Close Range
Angus Gunn ,5,3,0,0.0,,0,0,Close Range
Angus Gunn ,5,4,0,0.0,,0,0,Close Range
Angus Gunn ,5,5,0,0.0,,0,0,Close Range
Angus Gunn ,6,1,0,0.0,,0,0,6-Yard Box
Angus Gunn ,6,2,0,0.0,,0,0,6-Yard Box
Angus Gunn ,6,3,0,0.0,,0,0,6-Yard Box
Angus Gunn ,6,4,0,0.0,,0,0,6-Yard Box
Angus Gunn ,6,5,0,0.0,,0,0,6-Yard Box
Bart Verbruggen,1,1,0,0.0,,0,0,Long Range
Bart Verbruggen,1,2,0,0.0,,0,0,Long Range
Bart Verbruggen,1,3,0,0.0,,0,0,Long Range
Bart Verbruggen,1,4,0,0.0,,0,0,Long Range
Bart Verbruggen,1,5,0,0.0,,0,0,Long Range
Bart Verbruggen,2,1,0,0.0,,0,0,Edge of Box
Bart Verbruggen,2,2,0,0.0,,0,0,Edge of Box
Bart Verbruggen,2,3,0,0.0,,0,0,Edge of Box
Bart Verbruggen,2,4,0,0.0,,0,0,Edge of Box
Bart Verbruggen,2,5,0,0.0,,0,0,Edge of Box
Bart Verbruggen,3,1,0,0.0,,0,0,Penalty Area
Bart Verbruggen,3,2,0,0.0,,0,0,Penalty Area
Bart Verbruggen,3,3,2,0.049,0.025,0,2,Penalty Area
Bart Verbruggen,3,4,0,0.0,,0,0,Penalty Area
Bart Verbruggen,3,5,0,0.0,,0,0,Penalty Area
Bart Verbruggen,4,1,0,0.0,,0,0,Central Box
Bart Verbruggen,4,2,6,0.08,0.013,0,4,Central Box
Bart Verbruggen,4,3,8,0.375,0.047,0,3,Central Box
Bart Verbruggen,4,4,8,0.241,0.03,0,1,Central Box
Bart Verbruggen,4,5,1,0.006,0.006,0,0,Central Box
Bart Verbruggen,5,1,0,0.0,,0,0,Close Range
Bart Verbruggen,5,2,4,0.104,0.026,0,1,Close Range
Bart Verbruggen,5,3,10,1.522,0.152,1,1,Close Range
Bart Verbruggen,5,4,6,0.342,0.057,0,1,Close Range
Bart Verbruggen,5,5,0,0.0,,0,0,Close Range
Bart Verbruggen,6,1,0,0.0,,0,0,6-Yard Box
Bart Verbruggen,6,2,4,0.329,0.082,1,0,6-Yard Box
Bart Verbruggen,6,3,13,2.542,0.196,3,5,6-Yard Box
Bart Verbruggen,6,4,2,0.278,0.139,1,0,6-Yard Box
Bart Verbruggen,6,5,0,0.0,,0,0,6-Yard Box
David Raya Martin,1,1,0,0.0,,0,0,Long Range
David Raya Martin,1,2,0,0.0,,0,0,Long Range
David Raya Martin,1,3,0,0.0,,0,0,Long Range
David Raya Martin,1,4,0,0.0,,0,0,Long Range
David Raya Martin,1,5,0,0.0,,0,0,Long Range
David Raya Martin,2,1,0,0.0,,0,0,Edge of Box
David Raya Martin,2,2,0,0.0,,0,0,Edge of Box
David Raya Martin,2,3,0,0.0,,0,0,Edge of Box
David Raya Martin,2,4,0,0.0,,0,0,Edge of Box
David Raya Martin,2,5,0,0.0,,0,0,Edge of Box
David Raya Martin,3,1,0,0.0,,0,0,Penalty Area
David Raya Martin,3,2,0,0.0,,0,0,Penalty Area
David Raya Martin,3,3,0,0.0,,0,0,Penalty Area
David Raya Martin,3,4,0,0.0,,0,0,Penalty Area
David Raya Martin,3,5,0,0.0,,0,0,Penalty Area
David Raya Martin,4,1,0,0.0,,0,0,Central Box
David Raya Martin,4,2,2,0.057,0.028,0,0,Central Box
David Raya Martin,4,3,3,0.105,0.035,0,1,Central Box
David Raya Martin,4,4,1,0.009,0.009,0,1,Central Box
David Raya Martin,4,5,0,0.0,,0,0,Central Box
David Raya Martin,5,1,0,0.0,,0,0,Close Range
David Raya Martin,5,2,0,0.0,,0,0,Close Range
David Raya Martin,5,3,2,0.158,0.079,0,1,Close Range
David Raya Martin,5,4,1,0.117,0.117,0,1,Close Range
David Raya Martin,5,5,0,0.0,,0,0,Close Range
David Raya Martin,6,1,0,0.0,,0,0,6-Yard Box
David Raya Martin,6,2,1,0.058,0.058,0,0,6-Yard Box
David Raya Martin,6,3,0,0.0,,0,0,6-Yard Box
David Raya Martin,6,4,0,0.0,,0,0,6-Yard Box
David Raya Martin,6,5,0,0.0,,0,0,6-Yard Box
Diogo Meireles Costa,1,1,0,0.0,,0,0,Long Range
Diogo Meireles Costa,1,2,1,0.004,0.004,0,0,Long Range
Diogo Meireles Costa,1,3,0,0.0,,0,0,Long Range
Diogo Meireles Costa,1,4,0,0.0,,0,0,Long Range
Diogo Meireles Costa,1,5,0,0.0,,0,0,Long Range
Diogo Meireles Costa,2,1,0,0.0,,0,0,Edge of Box
Diogo Meireles Costa,2,2,0,0.0,,0,0,Edge of Box
Diogo Meireles Costa,2,3,0,0.0,,0,0,Edge of Box
Diogo Meireles Costa,2,4,0,0.0,,0,0,Edge of Box
Diogo Meireles Costa,2,5,0,0.0,,0,0,Edge of Box
Diogo Meireles Costa,3,1,0,0.0,,0,0,Penalty Area
Diogo Meireles Costa,3,2,2,0.051,0.026,0,1,Penalty Area
Diogo Meireles Costa,3,3,0,0.0,,0,0,Penalty Area
Diogo Meireles Costa,3,4,1,0.006,0.006,0,1,Penalty Area
Diogo Meireles Costa,3,5,0,0.0,,0,0,Penalty Area
Diogo Meireles Costa,4,1,0,0.0,,0,0,Central Box
Diogo Meireles Costa,4,2,9,0.21,0.023,0,2,Central Box
Diogo Meireles Costa,4,3,7,0.423,0.06,0,5,Central Box
Diogo Meireles Costa,4,4,5,0.094,0.019,1,0,Central Box
Diogo Meireles Costa,4,5,0,0.0,,0,0,Central Box
Diogo Meireles Costa,5,1,0,0.0,,0,0,Close Range
Diogo Meireles Costa,5,2,2,0.26,0.13,0,0,Close Range
Diogo Meireles Costa,5,3,19,7.968,0.419,6,4,Close Range
Diogo Meireles Costa,5,4,5,0.31,0.062,0,0,Close Range
Diogo Meireles Costa,5,5,0,0.0,,0,0,Close Range
Diogo Meireles Costa,6,1,0,0.0,,0,0,6-Yard Box
Diogo Meireles Costa,6,2,6,0.452,0.075,1,1,6-Yard Box
Diogo Meireles Costa,6,3,1,0.45,0.45,0,0,6-Yard Box
Diogo Meireles Costa,6,4,3,0.261,0.087,0,0,6-Yard Box
Diogo Meireles Costa,6,5,0,0.0,,0,0,6-Yard Box
Dominik Livaković,1,1,0,0.0,,0,0,Long Range
Dominik Livaković,1,2,0,0.0,,0,0,Long Range
Dominik Livaković,1,3,0,0.0,,0,0,Long Range
Dominik Livaković,1,4,0,0.0,,0,0,Long Range
Dominik Livaković,1,5,0,0.0,,0,0,Long Range
Dominik Livaković,2,1,0,0.0,,0,0,Edge of Box
Dominik Livaković,2,2,0,0.0,,0,0,Edge of Box
Dominik Livaković,2,3,0,0.0,,0,0,Edge of Box
Dominik Livaković,2,4,0,0.0,,0,0,Edge of Box
Dominik Livaković,2,5,0,0.0,,0,0,Edge of Box
Dominik Livaković,3,1,0,0.0,,0,0,Penalty Area
Dominik Livaković,3,2,1,0.014,0.014,0,0,Penalty Area
Dominik Livaković,3,3,0,0.0,,0,0,Penalty Area
Dominik Livaković,3,4,0,0.0,,0,0,Penalty Area
Dominik Livaković,3,5,0,0.0,,0,0,Penalty Area
Dominik Livaković,4,1,0,0.0,,0,0,Central Box
Dominik Livaković,4,2,0,0.0,,0,0,Central Box
Dominik Livaković,4,3,9,0.394,0.044,0,4,Central Box
Dominik Livaković,4,4,1,0.013,0.013,0,0,Central Box
Dominik Livaković,4,5,0,0.0,,0,0,Central Box
Dominik Livaković,5,1,0,0.0,,0,0,Close Range
Dominik Livaković,5,2,5,0.275,0.055,1,1,Close Range
Dominik Livaković,5,3,7,1.244,0.178,3,2,Close Range
Dominik Livaković,5,4,4,0.41,0.102,0,1,Close Range
Dominik Livaković,5,5,0,0.0,,0,0,Close Range
Dominik Livaković,6,1,0,0.0,,0,0,6-Yard Box
Dominik Livaković,6,2,2,0.08,0.04,0,0,6-Yard Box
Dominik Livaković,6,3,9,1.448,0.161,2,1,6-Yard Box
Dominik Livaković,6,4,0,0.0,,0,0,6-Yard Box
Dominik Livaković,6,5,0,0.0,,0,0,6-Yard Box
Fehmi Mert Günok,1,1,0,0.0,,0,0,Long Range
Fehmi Mert Günok,1,2,0,0.0,,0,0,Long Range
Fehmi Mert Günok,1,3,0,0.0,,0,0,Long Range
Fehmi Mert Günok,1,4,0,0.0,,0,0,Long Range
Fehmi Mert Günok,1,5,0,0.0,,0,0,Long Range
Fehmi Mert Günok,2,1,0,0.0,,0,0,Edge of Box
Fehmi Mert Günok,2,2,0,0.0,,0,0,Edge of Box
Fehmi Mert Günok,2,3,0,0.0,,0,0,Edge of Box
Fehmi Mert Günok,2,4,0,0.0,,0,0,Edge of Box
Fehmi Mert Günok,2,5,0,0.0,,0,0,Edge of Box
Fehmi Mert Günok,3,1,0,0.0,,0,0,Penalty Area
Fehmi Mert Günok,3,2,1,0.007,0.007,0,1,Penalty Area
Fehmi Mert Günok,3,3,1,0.043,0.043,0,0,Penalty Area
Fehmi Mert Günok,3,4,0,0.0,,0,0,Penalty Area
Fehmi Mert Günok,3,5,0,0.0,,0,0,Penalty Area
Fehmi Mert Günok,4,1,0,0.0,,0,0,Central Box
Fehmi Mert Günok,4,2,5,0.12,0.024,0,2,Central Box
Fehmi Mert Günok,4,3,5,0.166,0.033,0,1,Central Box
Fehmi Mert Günok,4,4,4,0.113,0.028,0,2,Central Box
Fehmi Mert Günok,4,5,0,0.0,,0,0,Central Box
Fehmi Mert Günok,5,1,0,0.0,,0,0,Close Range
Fehmi Mert Günok,5,2,5,0.278,0.056,0,2,Close Range
Fehmi Mert Günok,5,3,9,1.113,0.124,0,1,Close Range
Fehmi Mert Günok,5,4,2,0.109,0.054,0,0,Close Range
Fehmi Mert Günok,5,5,0,0.0,,0,0,Close Range
Fehmi Mert Günok,6,1,0,0.0,,0,0,6-Yard Box
Fehmi Mert Günok,6,2,2,0.084,0.042,0,2,6-Yard Box
Fehmi Mert Günok,6,3,22,3.914,0.178,3,3,6-Yard Box
Fehmi Mert Günok,6,4,2,0.25,0.125,1,1,6-Yard Box
Fehmi Mert Günok,6,5,0,0.0,,0,0,6-Yard Box
Florin Constantin Niţă,1,1,0,0.0,,0,0,Long Range
Florin Constantin Niţă,1,2,0,0.0,,0,0,Long Range
